"","title","artist","top.genre","bpm","nrgy","dnce","dB","live","val","dur","acous","spch","pop","Country","cloudiness","temp_max_warmestMonth","temp_min_coldestMonth","temp_mean_annual","temp_annual_range","rain_mean_annual","Surf_Area_km","Pop_thou","GDP_per_cap","Urban_pop","Continent"
"368","El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)","Dimelo Flow","latin",88,65,75,-3,11,48,233,11,7,85,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"369","Si Se Da - Remix","Myke Towers","latin",94,67,82,-6,13,77,332,44,30,85,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"370","Cuerpo en Venta","Noriel","latin",92,60,70,-6,10,41,254,16,30,85,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"371","Feliz Navidad","José Feliciano","latin pop",149,86,49,-7,35,96,182,53,4,85,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"372","Verte Ir","DJ Luian","latin",96,65,86,-4,8,55,268,39,10,85,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"373","Fantasía","Ozuna","latin",180,72,70,-6,9,78,175,23,9,84,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"374","It's Beginning to Look a Lot like Christmas","Michael Bublé","adult standards",93,22,33,-11,34,36,207,88,3,84,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"375","Sigues Con El","Dimelo Flow","latin",88,67,88,-3,7,68,227,11,11,83,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"376","105 F Remix","KEVVO","perreo",100,75,90,-7,29,74,464,37,16,83,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"377","B11 (feat. Myke Towers)","Rvssian","latin",100,72,76,-5,13,20,252,7,12,83,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"378","Perreo en La Luna","Rich Music LTD","reggaeton",174,76,71,-4,37,72,219,27,29,83,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"379","Holly Jolly Christmas","Michael Bublé","adult standards",151,43,61,-9,9,74,122,86,4,82,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"380","Piensan","Myke Towers","latin",172,72,68,-4,11,79,173,54,6,82,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"381","No Te Debí Besar","C. Tangana","trap espanol",75,68,67,-6,18,62,183,13,32,82,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"382","Si Supieras","Daddy Yankee","latin",184,89,69,-2,10,62,242,29,12,82,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"383","Coronao Now","El Alfa","dembow",118,73,94,-8,18,72,218,15,25,81,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"384","Soltera - Remix","Lunay","latin",92,78,80,-4,44,80,266,36,4,80,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"385","Imaginaste - Remix","Jhay Cortez","latin",90,71,85,-5,34,60,247,4,9,79,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"386","Piropo","Noriel","latin",94,75,87,-6,4,77,220,12,7,78,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"387","Infeliz","Arcangel","latin",176,80,71,-3,25,72,221,37,22,74,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"388","La Cama","Lunay","latin",174,90,70,-3,18,82,189,20,6,74,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"389","Mami","Paloma Mami","latin pop",95,72,80,-6,17,51,195,15,5,73,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"390","Santa Claus Llegó a La Ciudad","Luis Miguel","bolero",170,85,52,-2,33,72,116,38,19,70,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"391","Navidad, Navidad","Luis Miguel","bolero",173,84,52,-4,16,75,155,36,15,69,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"392","Algún Día Volveras","Santaferia","cumbia chilena",94,71,65,-4,5,69,254,37,3,68,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"393","Blanca Navidad","Luis Miguel","bolero",90,40,36,-11,7,18,212,73,3,67,"Chile",183.3299469,18.70599026,-0.105873166,8.598991694,18.81186342,1047.308761,756102,18055,13416.2,89.5,"South_America"
"394","Dance Monkey","Tones and I","australian pop",98,59,82,-6,15,51,209,69,9,100,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"395","ROXANNE","Arizona Zervas","pop rap",117,60,62,-6,46,46,164,5,15,99,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"396","All I Want for Christmas Is You","Mariah Carey","dance pop",150,63,34,-7,7,35,241,16,4,98,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"397","RITMO (Bad Boys For Life)","The Black Eyed Peas","dance pop",105,72,72,-7,24,67,222,3,7,97,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"398","Tusa","KAROL G","latin",101,72,80,-3,6,57,201,30,30,96,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"399","Santa Tell Me","Ariana Grande","dance pop",192,62,53,-7,29,59,204,5,12,95,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"400","Vete","Bad Bunny","latin",92,67,89,-4,10,53,192,4,19,94,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"401","China","Anuel AA","latin",105,81,79,-4,8,61,302,8,9,94,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"402","Fantasias","Rauw Alejandro","latin",94,70,88,-4,6,79,200,14,7,93,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"403","Adicto (with Anuel AA & Ozuna)","Tainy","pop reggaeton",80,84,73,-5,18,62,271,2,7,92,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"404","Callaita","Bad Bunny","latin",176,62,61,-5,24,24,251,60,31,92,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"405","Whine Up","Nicky Jam","latin",105,67,82,-6,10,66,215,5,8,91,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"406","Indeciso","Reik","latin",95,75,74,-5,11,90,217,18,5,90,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"407","Aventura","Lunay","latin",92,73,73,-3,10,88,217,22,4,90,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"408","Yo x Ti, Tu x Mi","ROSALÍA","r&b en espanol",92,76,78,-3,14,58,201,46,23,90,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"409","Si Te Vas","Sech","panamanian pop",174,64,73,-4,14,55,205,9,13,90,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"410","Quizas","Rich Music LTD","reggaeton",176,82,73,-2,23,68,216,3,15,90,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"411","Hola - Remix","Dalex","latin",182,67,65,-6,8,34,250,47,31,89,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"412","DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles","latin",170,71,74,-4,8,83,259,5,9,88,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"413","Otro Trago - Remix","Sech","panamanian pop",176,79,73,-2,6,76,288,7,20,88,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"414","No Me Conoce - Remix","Jhay Cortez","latin",92,79,81,-4,9,58,309,14,7,88,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"415","Con Altura","ROSALÍA","r&b en espanol",98,69,88,-4,5,75,162,39,12,88,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"416","Blanco","J Balvin","latin",100,71,87,-5,9,59,146,3,13,87,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"417","Bellaquita - Remix","Dalex","latin",166,72,80,-4,18,76,305,14,8,87,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"418","Last Christmas","Wham!","new wave pop",108,48,74,-12,36,95,263,19,3,85,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"419","Te Quemaste","Manuel Turizo","colombian pop",176,77,73,-2,29,72,199,61,13,85,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"420","Que Calor (feat. J Balvin & El Alfa)","Major Lazer","dance pop",126,89,80,-4,29,46,170,4,7,85,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"421","Feliz Navidad","José Feliciano","latin pop",149,86,49,-7,35,96,182,53,4,85,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"422","Alocao (With Bad Gyal)","Omar Montes","trap espanol",178,75,67,-5,11,70,209,21,6,84,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"423","Fantasía","Ozuna","latin",180,72,70,-6,9,78,175,23,9,84,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"424","It's Beginning to Look a Lot like Christmas","Michael Bublé","adult standards",93,22,33,-11,34,36,207,88,3,84,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"425","Sigues Con El","Dimelo Flow","latin",88,67,88,-3,7,68,227,11,11,83,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"426","B11 (feat. Myke Towers)","Rvssian","latin",100,72,76,-5,13,20,252,7,12,83,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"427","Perreo en La Luna","Rich Music LTD","reggaeton",174,76,71,-4,37,72,219,27,29,83,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"428","105 F Remix","KEVVO","perreo",100,75,90,-7,29,74,464,37,16,83,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"429","Easy - Remix","Jhay Cortez","latin",94,75,89,-4,15,44,220,19,9,81,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"430","Hasta Que Salga el Sol","Ozuna","latin",96,82,83,-5,13,60,188,2,7,81,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"431","Contando Lunares (feat. Cruz Cafuné)","Don Patricio","trap espanol",106,52,86,-10,5,71,220,44,13,81,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"432","Rueda","Chimbala","dembow",130,92,89,-2,5,96,211,17,9,78,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"433","La Rubia - Remix 2","La Nueva Escuela","dembow",110,72,76,-4,38,75,211,32,13,77,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"434","A Dónde Vamos","Morat","colombian pop",149,61,63,-13,23,96,203,1,4,77,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"435","+","Aitana","latin pop",160,67,56,-4,12,68,219,11,3,76,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"436","Zorra","Bad Gyal","rap catalan",176,65,64,-7,8,74,186,68,19,76,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"437","Prendío","Rvfv","trap espanol",125,54,83,-10,13,90,190,17,9,76,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"438","Se iluminaba","Fred De Palma","italian arena pop",124,69,79,-5,7,62,174,8,6,74,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"439","La Cama","Lunay","latin",174,90,70,-3,18,82,189,20,6,74,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"440","Si por mi fuera","Beret","spanish hip hop",150,75,70,-6,10,88,209,3,3,73,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"441","Fuera De Mi Mente","Lérica","spanish pop",94,94,74,-2,5,70,181,17,10,73,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"442","Goteo","Duki","argentine hip hop",108,78,47,-4,19,44,164,19,4,73,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"443","Prendio - Remix","Rvfv","trap espanol",125,76,75,-6,8,75,191,19,6,61,"Spain",157.6625663,28.85990294,1.292234636,13.06871062,27.5676683,608.5692597,505944,46354,25865.4,79.6,"Europe"
"444","Dance Monkey","Tones and I","australian pop",98,59,82,-6,15,51,209,69,9,100,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"445","ROXANNE","Arizona Zervas","pop rap",117,60,62,-6,46,46,164,5,15,99,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"446","Memories","Maroon 5","pop",91,32,76,-7,8,57,189,84,5,99,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"447","All I Want for Christmas Is You","Mariah Carey","dance pop",150,63,34,-7,7,35,241,16,4,98,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"448","RITMO (Bad Boys For Life)","The Black Eyed Peas","dance pop",105,72,72,-7,24,67,222,3,7,97,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"449","Don't Start Now","Dua Lipa","dance pop",124,79,79,-5,10,68,183,1,8,97,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"450","Blinding Lights","The Weeknd","canadian contemporary r&b",171,80,51,-4,9,35,202,0,6,96,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"451","Ride It","Regard","pop edm",118,75,88,-4,11,88,158,18,9,95,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"452","Trampoline (with ZAYN)","SHAED","electropop",127,46,62,-6,14,50,184,56,3,92,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"453","Let It Snow! Let It Snow! Let It Snow!","Dean Martin","adult standards",134,24,45,-14,18,70,117,91,4,89,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"454","Señorita","Shawn Mendes","canadian pop",117,55,76,-6,8,75,191,4,3,89,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"455","Last Christmas","Wham!","new wave pop",108,48,74,-12,36,95,263,19,3,85,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"456","Que Calor (feat. J Balvin & El Alfa)","Major Lazer","dance pop",126,89,80,-4,29,46,170,4,7,85,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"457","Roses - Imanbek Remix","SAINt JHN","melodic rap",122,72,77,-5,35,90,177,2,5,85,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"458","Popopop","Gambi","pop urbaine",130,65,83,-6,14,41,156,5,31,82,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"459","Holly Jolly Christmas","Michael Bublé","adult standards",151,43,61,-9,9,74,122,86,4,82,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"460","Moulaga","Heuss L'enfoiré","french hip hop",125,70,71,-5,10,48,180,33,10,79,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"461","Oui ou non","Angèle","belgian pop",200,57,65,-8,16,36,197,64,14,79,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"462","Hé oh","Gambi","pop urbaine",105,59,83,-5,20,54,178,7,15,79,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"463","Ne reviens pas","Gradur","french hip hop",125,78,93,-3,17,93,189,21,6,78,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"464","0.4","Aya Nakamura","basshall",92,69,84,-7,13,68,175,40,21,78,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"465","Woin Woin feat. RK","Larry","french hip hop",130,64,90,-7,8,70,173,17,29,77,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"466","Loin de moi","Naza","francoton",97,46,89,-8,6,50,144,64,24,77,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"467","Mayday (feat. Ninho)","SCH","french hip hop",152,60,61,-8,9,25,210,61,36,77,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"468","Baianá","Bakermat","deep euro house",122,76,50,-7,33,49,182,0,5,77,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"469","La vie qu'on mène","Ninho","french hip hop",113,76,80,-4,11,46,193,69,4,76,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"470","Bâtiment","Niska","french hip hop",168,70,66,-7,7,65,211,29,14,76,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"471","Un peu de haine","PLK","french hip hop",134,66,77,-7,22,42,168,44,6,76,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"472","Ma belle","Moha La Squale","french hip hop",82,66,74,-6,9,47,158,76,6,76,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"473","Jamais","Mister V","french hip hop",150,67,64,-7,11,79,192,43,9,75,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"474","Dans l'univers","Nekfeu","french hip hop",132,42,64,-10,14,20,244,33,17,75,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"475","Maman ne le sait pas (feat. Niska)","Ninho","french hip hop",145,88,76,-6,12,39,203,40,19,75,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"476","Street","Maes","french hip hop",148,30,66,-20,21,49,185,30,8,74,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"477","Aristocrate","Heuss L'enfoiré","french hip hop",117,61,94,-6,10,63,170,27,7,74,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"478","Méchant","Niska","french hip hop",98,80,53,-4,37,41,191,33,34,74,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"479","Marie","Koba LaD","french hip hop",132,75,78,-6,12,68,195,12,4,74,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"480","93% [Tijuana]","GLK","francoton",136,69,80,-5,18,80,223,62,6,73,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"481","Distant","Maes","french hip hop",105,73,75,-6,7,49,162,56,19,72,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"482","Avant toi","Vitaa","francoton",142,40,63,-9,10,25,224,88,3,72,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"483","Elle est bonne sa mère","Vegedream","francoton",105,74,79,-5,34,47,197,33,6,70,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"484","Compliqué","Dadju","francoton",75,74,70,-7,16,93,215,55,5,68,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"485","Ma vie","Dadju","francoton",201,50,51,-8,16,32,209,12,8,68,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"486","Mortel","Koba LaD","french hip hop",154,69,58,-6,10,66,204,15,46,67,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"487","Un million par mois","Djadja & Dinaz","french hip hop",135,54,76,-6,13,72,189,66,5,67,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"488","Block","Larry","french hip hop",77,74,72,-7,41,71,157,29,28,65,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"489","Petit Papa Noël","Tino Rossi","chanson",105,31,33,-9,6,42,196,99,3,61,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"490","Côte Ouest","47ter","french hip hop",152,59,77,-8,18,58,233,50,9,59,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"491","God Bless (feat. Damso)","Hamza","belgian hip hop",83,57,86,-10,6,23,162,1,12,57,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"492","Reste","Maître Gims","french hip hop",100,54,75,-7,10,69,232,48,4,54,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"493","Gasolina (feat. Gambi)","Hamza","belgian hip hop",130,61,95,-8,12,72,179,28,19,52,"France",213.4126825,23.82572999,-0.358920537,10.4765834,24.18465052,815.3169197,551500,64980,36304.2,79.5,"Europe"
"494","Memories","Maroon 5","pop",91,32,76,-7,8,57,189,84,5,99,"India",167.3099637,37.03347763,9.819760411,23.96363335,27.21371722,1110.010678,3287263,1339180,1614.2,32.7,"Asia"
"495","ROXANNE","Arizona Zervas","pop rap",117,60,62,-6,46,46,164,5,15,99,"India",167.3099637,37.03347763,9.819760411,23.96363335,27.21371722,1110.010678,3287263,1339180,1614.2,32.7,"Asia"
"496","Circles","Post Malone","dfw rap",120,76,70,-3,9,55,215,19,4,99,"India",167.3099637,37.03347763,9.819760411,23.96363335,27.21371722,1110.010678,3287263,1339180,1614.2,32.7,"Asia"
