"","title","artist","top.genre","bpm","nrgy","dnce","dB","live","val","dur","acous","spch","pop","Country","cloudiness","temp_max_warmestMonth","temp_min_coldestMonth","temp_mean_annual","temp_annual_range","rain_mean_annual","Surf_Area_km","Pop_thou","GDP_per_cap","Urban_pop","Continent"
"1","Dance Monkey","Tones and I","australian pop",98,59,82,-6,15,51,209,69,9,100,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"2","RITMO (Bad Boys For Life)","The Black Eyed Peas","dance pop",105,72,72,-7,24,67,222,3,7,97,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"3","Tusa","KAROL G","latin",101,72,80,-3,6,57,201,30,30,96,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"4","China","Anuel AA","latin",105,81,79,-4,8,61,302,8,9,94,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"5","Vete","Bad Bunny","latin",92,67,89,-4,10,53,192,4,19,94,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"6","Fantasias","Rauw Alejandro","latin",94,70,88,-4,6,79,200,14,7,93,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"7","LA CANCIÓN","J Balvin","latin",176,65,75,-6,11,43,243,15,32,93,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"8","Adicto (with Anuel AA & Ozuna)","Tainy","pop reggaeton",80,84,73,-5,18,62,271,2,7,92,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"9","Callaita","Bad Bunny","latin",176,62,61,-5,24,24,251,60,31,92,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"10","Que Tire Pa Lante","Daddy Yankee","latin",94,90,66,-3,12,71,211,5,4,91,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"11","Whine Up","Nicky Jam","latin",105,67,82,-6,10,66,215,5,8,91,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"12","Tutu","Camilo","colombian pop",146,83,73,-3,7,94,179,27,5,90,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"13","Quizas","Rich Music LTD","reggaeton",176,82,73,-2,23,68,216,3,15,90,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"14","Si Te Vas","Sech","panamanian pop",174,64,73,-4,14,55,205,9,13,90,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"15","Aventura","Lunay","latin",92,73,73,-3,10,88,217,22,4,90,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"16","Yo x Ti, Tu x Mi","ROSALÍA","r&b en espanol",92,76,78,-3,14,58,201,46,23,90,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"17","Indeciso","Reik","latin",95,75,74,-5,11,90,217,18,5,90,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"18","Hola - Remix","Dalex","latin",182,67,65,-6,8,34,250,47,31,89,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"19","Señorita","Shawn Mendes","canadian pop",117,55,76,-6,8,75,191,4,3,89,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"20","DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles","latin",170,71,74,-4,8,83,259,5,9,88,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"21","No Me Conoce - Remix","Jhay Cortez","latin",92,79,81,-4,9,58,309,14,7,88,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"22","Con Altura","ROSALÍA","r&b en espanol",98,69,88,-4,5,75,162,39,12,88,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"23","Otro Trago - Remix","Sech","panamanian pop",176,79,73,-2,6,76,288,7,20,88,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"24","Con Calma","Daddy Yankee","latin",94,86,74,-3,6,66,193,11,6,88,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"25","0.95833333333333337","Maluma","latin",96,71,78,-5,9,68,176,22,28,88,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"26","Bellaquita - Remix","Dalex","latin",166,72,80,-4,18,76,305,14,8,87,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"27","Calma - Remix","Pedro Capó","latin",127,77,83,-4,14,76,238,32,5,87,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"28","Blanco","J Balvin","latin",100,71,87,-5,9,59,146,3,13,87,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"29","El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)","Dimelo Flow","latin",88,65,75,-3,11,48,233,11,7,85,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"30","Fresa","TINI","latin pop",96,87,78,-3,10,86,166,22,9,83,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"31","Perreo en La Luna","Rich Music LTD","reggaeton",174,76,71,-4,37,72,219,27,29,83,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"32","Sigues Con El","Dimelo Flow","latin",88,67,88,-3,7,68,227,11,11,83,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"33","Oye","TINI","latin pop",95,51,68,-8,18,26,173,45,6,83,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"34","Soltera - Remix","Lunay","latin",92,78,80,-4,44,80,266,36,4,80,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"35","Tal Vez","Paulo Londra","argentine hip hop",162,65,86,-2,8,74,264,25,15,80,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"36","22","TINI","latin pop",176,64,70,-5,9,81,159,1,9,76,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"37","Goteo","Duki","argentine hip hop",108,78,47,-4,19,44,164,19,4,73,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"38","CANGURO","WOS","argentine indie",164,75,60,-4,67,93,197,17,33,73,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"39","C90 - Remix","John C","argentine hip hop",123,76,87,-5,7,61,316,34,9,72,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"40","Cómo estás","Ke Personajes","cumbia pop",135,86,59,-2,4,98,227,29,6,72,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"41","Me Vas a Extrañar - En Vivo","Damas Gratis","cumbia villera",88,81,42,-5,70,64,239,32,4,71,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"42","No Te Creas Tan Importante - En Vivo","Damas Gratis","cumbia villera",175,76,30,-5,88,67,240,20,4,70,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"43","Soy Sabalero","Los Palmeras","argentine rock",132,85,78,-5,8,85,180,8,6,68,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"44","No Dijeron Nada","Oscu","trap argentino",115,71,70,-5,51,91,187,8,5,68,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"45","Una Cerveza","Rafaga","cumbia chilena",98,91,75,-2,9,76,241,32,5,67,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"46","Olvídala","Los Palmeras","argentine rock",132,69,77,-5,27,52,290,31,5,65,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"47","Ocho Cuarenta","Rodrigo","argentine rock",148,70,61,-10,30,85,355,8,3,64,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"48","El Bombón","Los Palmeras","argentine rock",164,77,74,-5,8,87,204,20,6,63,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"49","La Cola","Los Palmeras","argentine rock",93,79,78,-5,12,87,169,36,6,63,"Argentina",159.0065316,28.21618946,1.442833996,14.20719218,26.77335546,539.8724686,2780400,44271,14564.5,91.8,"South_America"
"50","Dance Monkey","Tones and I","australian pop",98,59,82,-6,15,51,209,69,9,100,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"51","ROXANNE","Arizona Zervas","pop rap",117,60,62,-6,46,46,164,5,15,99,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"52","Circles","Post Malone","dfw rap",120,76,70,-3,9,55,215,19,4,99,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"53","Memories","Maroon 5","pop",91,32,76,-7,8,57,189,84,5,99,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"54","All I Want for Christmas Is You","Mariah Carey","dance pop",150,63,34,-7,7,35,241,16,4,98,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"55","Don't Start Now","Dua Lipa","dance pop",124,79,79,-5,10,68,183,1,8,97,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"56","Falling","Trevor Daniel","alternative r&b",127,43,78,-9,9,24,159,12,4,97,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"57","Santa Tell Me","Ariana Grande","dance pop",192,62,53,-7,29,59,204,5,12,95,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"58","Ride It","Regard","pop edm",118,75,88,-4,11,88,158,18,9,95,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"59","Rockin' Around The Christmas Tree","Brenda Lee","adult standards",67,47,59,-9,51,90,126,61,5,93,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"60","Happy Xmas (War Is Over) - Remastered","John Lennon","album rock",147,61,33,-11,77,40,214,32,3,92,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"61","It's the Most Wonderful Time of the Year","Andy Williams","adult standards",202,60,24,-8,12,78,152,77,4,92,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"62","Mistletoe","Justin Bieber","canadian pop",162,56,66,-9,8,85,183,50,5,92,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"63","Jingle Bell Rock","Bobby Helms","adult standards",120,42,75,-8,7,81,131,64,4,92,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"64","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra","adult standards",142,26,65,-13,36,84,155,90,6,91,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"65","White Christmas","Bing Crosby","adult standards",131,16,32,-16,34,25,177,67,4,89,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"66","The Christmas Song (Merry Christmas To You)","Nat King Cole","adult standards",79,21,32,-15,14,21,192,92,3,89,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"67","Have Yourself A Merry Little Christmas","Sam Smith","pop",75,18,44,-9,32,34,171,96,4,89,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"68","Jingle Bell Rock - Daryl's Version","Daryl Hall & John Oates","album rock",129,84,67,-4,11,84,126,61,3,88,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"69","Underneath the Tree","Kelly Clarkson","dance pop",160,81,51,-5,21,69,230,0,5,88,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"70","Step Into Christmas","Elton John","glam rock",140,93,53,-6,31,82,272,10,4,87,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"71","Run Rudolph Run - Single Version","Chuck Berry","blues rock",152,72,68,-11,8,96,166,81,9,87,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"72","Christmas Lights","Coldplay","permanent wave",131,42,31,-9,8,24,242,13,3,87,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"73","Blue Christmas","Elvis Presley","adult standards",95,27,47,-17,14,58,129,90,4,87,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"74","Adore You","Harry Styles","dance pop",99,77,68,-4,10,57,207,2,5,87,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"75","Fairytale of New York (feat. Kirsty MacColl)","The Pogues","celtic punk",119,65,32,-6,24,47,272,50,3,86,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"76","Last Christmas","Wham!","new wave pop",108,48,74,-12,36,95,263,19,3,85,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"77","Santa Claus Is Coming To Town","The Jackson 5","adult standards",147,76,69,-5,18,96,144,42,3,85,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"78","Winter Wonderland","Tony Bennett","adult standards",115,37,45,-14,8,63,134,83,4,85,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"79","It's Beginning to Look a Lot like Christmas","Michael Bublé","adult standards",93,22,33,-11,34,36,207,88,3,84,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"80","Driving Home for Christmas - 2019 Remaster","Chris Rea","album rock",180,58,51,-11,18,87,242,36,4,83,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"81","A Holly Jolly Christmas - Single Version","Burl Ives","adult standards",140,37,67,-13,10,86,133,59,3,83,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"82","Little Saint Nick - 1991 Remix","The Beach Boys","baroque pop",131,55,60,-9,5,97,119,11,3,83,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"83","Holly Jolly Christmas","Michael Bublé","adult standards",151,43,61,-9,9,74,122,86,4,82,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"84","Baby It's Cold Outside (duet with Michael Bublé)","Idina Menzel","hollywood",113,48,55,-9,28,56,166,65,6,81,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"85","Never Seen The Rain","Tones and I","australian pop",92,46,67,-6,28,27,201,43,4,81,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"86","What Christmas Means To Me","Stevie Wonder","adult standards",167,54,48,-10,8,82,147,24,4,80,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"87","Thank God It's Christmas - Non-Album Single","Queen","glam rock",83,42,30,-9,23,34,262,21,3,80,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"88","Rockin' Around the Christmas Tree","Brenda Lee","adult standards",141,64,68,-9,22,83,126,57,4,79,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"89","2000 Miles - 2007 Remaster","Pretenders","album rock",66,71,22,-9,10,45,220,0,4,78,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"90","Sleigh Ride","The Ronettes","adult standards",92,77,53,-7,32,85,181,40,3,77,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"91","Jingle Bells (feat. The Puppini Sisters)","Michael Bublé","adult standards",123,58,71,-6,14,83,162,70,6,75,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"92","Mary's Boy Child / Oh My Lord","Boney M.","disco",113,72,78,-9,20,93,241,28,4,75,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"93","Santa Claus Is Coming to Town","Michael Bublé","adult standards",123,40,59,-7,4,42,172,79,5,75,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"94","White Christmas (with Shania Twain)","Michael Bublé","adult standards",127,49,61,-7,13,64,218,44,4,73,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"95","Have Yourself A Merry Little Christmas","Ella Fitzgerald","adult standards",112,25,61,-9,22,48,176,96,4,73,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"96","Merry Christmas Everyone","Shakin' Stevens","new wave pop",102,71,76,-10,8,96,224,16,3,69,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"97","8 Days of Christmas","Destiny's Child","dance pop",100,84,69,-1,6,64,210,5,19,67,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"98","How to Make Gravy","Paul Kelly","australian alternative rock",95,72,40,-7,25,39,269,6,4,45,"Australia",126.814047,35.18607871,7.091514759,21.46661781,28.09456395,467.5080881,7692060,24451,51352.2,89.4,"Oceania"
"99","Dance Monkey","Tones and I","australian pop",98,59,82,-6,15,51,209,69,9,100,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"100","ROXANNE","Arizona Zervas","pop rap",117,60,62,-6,46,46,164,5,15,99,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"101","Memories","Maroon 5","pop",91,32,76,-7,8,57,189,84,5,99,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"102","Circles","Post Malone","dfw rap",120,76,70,-3,9,55,215,19,4,99,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"103","All I Want for Christmas Is You","Mariah Carey","dance pop",150,63,34,-7,7,35,241,16,4,98,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"104","everything i wanted","Billie Eilish","electropop",120,23,70,-14,11,24,245,90,10,98,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"105","Don't Start Now","Dua Lipa","dance pop",124,79,79,-5,10,68,183,1,8,97,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"106","Blinding Lights","The Weeknd","canadian contemporary r&b",171,80,51,-4,9,35,202,0,6,96,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"107","Someone You Loved","Lewis Capaldi","pop",110,41,50,-6,11,45,182,75,3,96,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"108","bad guy","Billie Eilish","electropop",135,43,70,-11,10,56,194,33,38,96,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"109","Santa Tell Me","Ariana Grande","dance pop",192,62,53,-7,29,59,204,5,12,95,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"110","Ride It","Regard","pop edm",118,75,88,-4,11,88,158,18,9,95,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"111","Rockin' Around The Christmas Tree","Brenda Lee","adult standards",67,47,59,-9,51,90,126,61,5,93,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"112","It's the Most Wonderful Time of the Year","Andy Williams","adult standards",202,60,24,-8,12,78,152,77,4,92,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"113","Jingle Bell Rock","Bobby Helms","adult standards",120,42,75,-8,7,81,131,64,4,92,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"114","Happy Xmas (War Is Over) - Remastered","John Lennon","album rock",147,61,33,-11,77,40,214,32,3,92,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"115","Mistletoe","Justin Bieber","canadian pop",162,56,66,-9,8,85,183,50,5,92,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"116","Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra","adult standards",142,26,65,-13,36,84,155,90,6,91,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"117","Wonderful Christmastime - Edited Version / Remastered 2011","Paul McCartney","album rock",95,51,77,-9,7,77,228,32,3,91,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"118","White Christmas","Bing Crosby","adult standards",131,16,32,-16,34,25,177,67,4,89,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"119","The Christmas Song (Merry Christmas To You)","Nat King Cole","adult standards",79,21,32,-15,14,21,192,92,3,89,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"120","Let It Snow! Let It Snow! Let It Snow!","Dean Martin","adult standards",134,24,45,-14,18,70,117,91,4,89,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"121","Have Yourself A Merry Little Christmas","Sam Smith","pop",75,18,44,-9,32,34,171,96,4,89,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"122","Señorita","Shawn Mendes","canadian pop",117,55,76,-6,8,75,191,4,3,89,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"123","Underneath the Tree","Kelly Clarkson","dance pop",160,81,51,-5,21,69,230,0,5,88,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
"124","It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","Perry Como","adult standards",113,28,73,-12,12,72,156,76,6,88,"Belgium",237.9154036,21.70531656,-0.725517376,9.524934115,22.43083394,850.2047242,30528,11429,40277.8,97.9,"Europe"
